login_location,typing_speed,transaction_pattern,is_suspicious
0,56.01667564414113,0.8782392146056406,1
0,188.04149544945602,0.3276325876662991,0
1,159.03736516363657,0.20936282877228252,0
0,178.42000780182383,0.3137385100117852,0
0,72.2172682241051,0.9306962245541531,1
0,65.11402197103146,0.7723254496988895,1
1,196.78357190811056,0.342469853780352,0
0,80.27996528688915,0.7140689403373659,1
1,177.01012369149598,0.30812308036151737,0
1,62.31108959084197,0.9449157205639187,1
1,191.36575218608414,0.2613931464849588,0
1,159.43750450655526,0.4138673055777239,0
1,58.518566460356425,0.7409114426760309,1
0,74.3235139816754,0.8909932964866848,1
1,193.2911086145624,0.23930218680932014,0
1,193.73298948822912,0.2191837806167802,0
1,87.98082494630569,0.7441220442787113,1
0,80.7567096526159,0.7198707933555597,1
0,69.70472375971478,0.7986254830862525,1
0,153.90942473195815,0.3149053666856281,0
1,140.6331885458606,0.15553086905976407,0
1,178.75510263589553,0.26466448574301127,0
1,176.7290416964719,0.16892794848065196,0
1,187.52534457911145,0.2380330511289547,0
0,136.2091773629939,0.14825434844024032,0
1,192.5952084027148,0.15149935931985758,0
0,132.75184978887694,0.4197641595636171,0
1,165.8159909483083,0.1627910730864775,0
0,149.38143537030425,0.4224805119172246,0
1,199.03798971067707,0.31463625839493303,0
1,173.2778340071207,0.24756545582790898,0
0,52.49365450044966,0.744321727571868,1
0,85.80827350748797,0.8535032326346998,1
0,190.7050486752306,0.2416586683172502,0
1,148.84702616645666,0.2509136652418491,0
1,188.8496990114552,0.1356817314848225,0
1,192.33690965179264,0.3374369814216195,0
1,175.41759882041032,0.2918328407017001,0
0,171.07887826146154,0.398175789673732,0
1,156.51408381659024,0.23497873354876725,0
0,169.95448132682384,0.2424386903591385,0
0,195.3584276631912,0.1030137452536299,0
0,147.21704098691558,0.1642725493038223,0
0,186.41054207188003,0.12226139574279014,0
1,166.71579726991783,0.2641587307958646,0
0,85.86441051896082,0.872799525341698,1
1,82.68288283797119,0.7773708481134819,1
0,82.8344589261341,0.9155371812509661,1
1,149.5985365562199,0.4077971732767748,0
1,78.43809915346993,0.7598520782014959,1
1,138.03857773174425,0.3442480169766531,0
0,165.4272769451543,0.4728057369027737,0
1,133.6276475775699,0.23464171127756825,0
1,168.4245385922284,0.18069218493209435,0
0,60.18562619055055,0.9044508166671787,1
0,163.12163407363246,0.34244075242233546,0
1,195.0670400973478,0.4322477631150917,0
1,195.3056646969968,0.4963717905829562,0
1,134.65473871567443,0.3964482597160236,0
0,184.70601372259904,0.4311763548709968,0
0,141.4559160005993,0.1657063191723972,0
0,174.3630994604124,0.4631464521850064,0
0,65.69780429690542,0.9449798318414732,1
0,85.98669781168692,0.8872304632545512,1
0,70.10881560369917,0.7696638085440451,1
1,167.23002357817217,0.1266476449563268,0
0,138.1828628495855,0.47593284944539005,0
0,77.74870429613354,0.7500192279980149,1
1,167.3422764383425,0.4575570332203831,0
0,80.0961248015529,0.9120941383730377,1
1,51.341297389431176,0.8709669054613949,1
0,182.82447043020815,0.14116641229765803,0
1,189.25166042141626,0.15099546493279298,0
1,167.79024459789858,0.29454299279824314,0
0,78.80146146184298,0.8923442898655891,1
1,180.13253523130666,0.3396117459109306,0
1,193.59153929335397,0.33335671790644816,0
1,150.15507315330083,0.3459801052610618,0
0,165.41220752191262,0.34458169417385914,0
1,73.71851621035286,0.7306637992675599,1
1,194.5749566824107,0.3828954537253595,0
0,64.97741478881687,0.7206764618101656,1
0,87.37468059076059,0.9776705538720329,1
1,146.5134224216557,0.1662082041469159,0
0,194.45893178321606,0.4479585448248513,0
0,172.55260756559812,0.25172227935421954,0
0,186.1997414018608,0.10185280920184114,0
1,159.01532089425393,0.44540725624518285,0
0,154.28672413273594,0.39500049924389935,0
1,132.29926691704068,0.4650997851516515,0
1,164.88574409176357,0.2675701798018192,0
1,184.63469952822612,0.21103486905176727,0
1,176.44761604116974,0.17121438674790057,0
0,169.01137582230336,0.44425280715629356,0
0,70.08780041324971,0.8786155051960132,1
1,159.87522337357245,0.41991280882970783,0
1,143.34814044645665,0.11461986713923795,0
0,73.49814416936297,0.7882134037662915,1
1,166.7073188529306,0.2763050987752913,0
1,183.57493967463685,0.1411925917325262,0
1,87.84461848534531,0.8119927948839258,1
0,71.06313866637174,0.9402249314458363,1
0,180.11805601931783,0.36356957676406054,0
0,147.7721994830313,0.17844523987738115,0
0,137.28760073892016,0.4199664341492758,0
0,72.26886339133465,0.916243928893152,1
0,180.55868522989613,0.44227858724251434,0
1,87.77638902309093,0.742324554633314,1
0,192.74350729647838,0.10520076940429442,0
0,83.92512381867533,0.7368330668988126,1
0,159.49971854147486,0.45706868443078996,0
0,153.51061000048844,0.4300429325690639,0
1,148.76445485760132,0.34965956313965363,0
0,64.51031578663782,0.9583204059924164,1
1,80.54423176639042,0.7420339527299358,1
1,198.9757118569214,0.28842618107752577,0
1,131.57285158240822,0.20747094375397845,0
1,158.17850305178865,0.1872092429976346,0
0,89.37608722814208,0.8577070546908057,1
1,177.8228699511837,0.4290335503646696,0
0,170.35615328599775,0.2096220882748824,0
0,164.82254257859233,0.3880810326529184,0
1,139.58199410481652,0.46000745673924204,0
0,60.02922642246391,0.8899294190072342,1
1,194.0088362147472,0.2675082099568292,0
1,66.8814423820275,0.8061614129683748,1
1,53.31194671700506,0.8809456328399164,1
1,188.59552934921206,0.2748773585428974,0
1,61.884868624927,0.8699213920890692,1
1,196.7860855577743,0.15400051096848277,0
0,132.18281945428993,0.20490561771993004,0
0,83.85631397258229,0.9865708938170437,1
0,183.96385426220752,0.14263930125350874,0
1,158.89554854247265,0.3819702198755812,0
0,147.24814232673748,0.42764092706967993,0
1,197.73895717449605,0.10210152742335397,0
0,136.41074513286438,0.4669254301848972,0
1,77.62240929782563,0.8563902002240709,1
0,191.10620851134857,0.3928899545638245,0
1,78.96413317092555,0.8911694739368461,1
1,164.25974745501983,0.1884837767278409,0
1,176.89422251850274,0.11766617508404008,0
1,57.223013805093345,0.8703835691657889,1
0,138.4365805150525,0.3924094685833127,0
1,88.84232980661471,0.9832799467340302,1
0,52.195304585859,0.8365431055108468,1
0,51.480305388619705,0.8788809635446159,1
0,163.67433186908605,0.4539993426093124,0
0,180.7336740070133,0.12614253631957695,0
0,71.5360596152315,0.8984965525241624,1
1,192.0184423765331,0.3463452752729218,0
0,162.33599954029114,0.4961365253367108,0
0,71.15748536108848,0.9817203095538689,1
0,130.66398035399487,0.12107353439089144,0
1,163.59129342127363,0.35100218528734806,0
0,157.8801168782945,0.13667973404457207,0
0,181.6307611112224,0.19551085830732096,0
1,150.79020135184174,0.44112872867676056,0
1,132.94652327454534,0.10714957389336553,0
1,137.66273190753807,0.2566520562161424,0
0,196.49728287651578,0.4145380057662208,0
1,198.7631360556057,0.45367959125260116,0
1,172.93879724474954,0.1668135784368301,0
1,158.1106165497841,0.4351302941132982,0
1,165.8881957711556,0.1922679246871035,0
1,132.57123561986296,0.4829081051933303,0
0,134.04898735943775,0.4876410520563246,0
0,171.80918507012387,0.31001260034410727,0
1,183.07669329928638,0.3784082472215169,0
0,68.5352299286248,0.8868812148805356,1
1,171.50579543891922,0.3320344831351245,0
0,157.38188362562659,0.20918374994252598,0
0,88.22605992919014,0.9586382851796351,1
1,195.21126418232927,0.3940850618093811,0
0,156.088196190862,0.2039015135041305,0
1,167.28217635805333,0.48484878903681994,0
1,135.32916016432102,0.4404827656195075,0
0,70.64316081774467,0.971954115833374,1
0,177.46113067913444,0.3262927855983164,0
1,70.8504124872166,0.960448241215464,1
0,84.6917680383921,0.9125088930145104,1
0,195.10632453568172,0.1423336375314336,0
1,56.344204211722946,0.9642612277596785,1
1,191.53500361596923,0.10205806830188591,0
1,182.04557794041256,0.16430395841932327,0
1,182.96450626494544,0.2034753322791632,0
0,173.18488428630195,0.49247447121096943,0
0,156.3686753390759,0.10362896186109,0
1,54.279225553078334,0.9283083707506083,1
0,188.80850519188533,0.25686048457807864,0
1,54.10038911962717,0.9811685461709354,1
1,87.89191553025353,0.7499132760796816,1
1,170.7519322123391,0.2383532227811827,0
0,189.66902614390534,0.49605934910025884,0
0,79.986073269717,0.7390258720391896,1
0,134.5938301201809,0.42860517896297645,0
1,183.92851924654553,0.3733181506426021,0
0,162.7977591738009,0.4777214539831319,0
0,141.45366748341684,0.4179238194999718,0
1,188.79630152707304,0.40912911200672186,0
1,149.12816688987465,0.4803454249001642,0
0,181.188904688158,0.46380980437912733,0
0,157.8316078573956,0.20968608093946803,0
1,152.45199183066893,0.3897690690456468,0
1,132.1793858019158,0.360666730150354,0
1,163.0072722071759,0.3172931223159833,0
0,190.80362175689277,0.41063874111669674,0
0,167.12480756097793,0.10714475699132775,0
0,132.27683256438763,0.4683391391262748,0
0,162.34681035359625,0.10049273406657036,0
1,177.989570106028,0.2721223579597851,0
0,141.2577828354733,0.3606077867209059,0
0,185.82913704460316,0.22414478356942952,0
1,162.5219017645067,0.3721826505437301,0
0,172.00143836835127,0.2166650314837213,0
0,88.10594552154868,0.972345595895392,1
0,137.34511248927225,0.196818006345011,0
1,131.2857345858378,0.2929425526206366,0
1,72.38594733947656,0.7029312542257551,1
1,167.39695441835116,0.45301339432784005,0
1,135.50049480085144,0.25876931048063845,0
0,58.034363594491765,0.9079581822468042,1
0,141.7237807581349,0.1418271361337601,0
0,192.73549118795268,0.33791065495077444,0
1,167.89074347107493,0.38362420778036654,0
0,75.01218640855791,0.9350268177824844,1
1,53.204593855387,0.9684449968181583,1
0,184.86827873932035,0.29236153257959396,0
1,181.21126652287325,0.13265199281223583,0
0,175.52059301114178,0.29171157143051496,0
1,198.3105679073392,0.23475831670844274,0
1,67.34621335825555,0.7130984973122083,1
1,180.34412447905848,0.1913818965325195,0
0,164.52937927486596,0.13261059582097068,0
0,135.0538886285423,0.11226100088232244,0
1,56.967733463130145,0.9882341654460931,1
1,67.01973337792302,0.8037804977640889,1
0,70.1937952757207,0.8629901570089865,1
1,160.70307934327133,0.39010306416605467,0
0,171.8406495679105,0.4171824378422526,0
1,171.46452300153535,0.4649453382466764,0
0,162.6068964914174,0.4343992255124838,0
0,180.1077475277462,0.4636130082662564,0
0,156.09940460322542,0.3050460820823221,0
1,69.69111425792138,0.774169322320953,1
1,171.50428798822475,0.3317659597374003,0
0,141.4466710809516,0.2564326146607043,0
0,190.0590377745894,0.1036121616518201,0
0,55.23494642873399,0.9909463135235634,1
1,191.85967687625268,0.276809749513143,0
0,153.59022235019003,0.43155334635304377,0
0,171.1519059777271,0.4794333419405735,0
0,141.73334514018222,0.11466857077341719,0
1,167.34583477097868,0.4127161319380118,0
1,73.41417457587008,0.9604813841539777,1
0,132.39314361574108,0.49467719214286465,0
0,195.5623984606473,0.11573741626740386,0
0,142.60073062309064,0.13542223368929657,0
0,132.91010013352744,0.15933728038483555,0
0,178.0177415188089,0.10695191607419186,0
0,190.75428061640156,0.28189594225354364,0
0,153.98574416846407,0.31289799553051967,0
1,151.55509591138338,0.38187230509465875,0
0,56.49527578649283,0.7565047251296804,1
1,161.06251535131997,0.4472569017510022,0
0,176.31426452598026,0.49145251496021214,0
1,164.8022334805899,0.34713889608048554,0
0,80.74077458095165,0.7339329457229719,1
1,177.35593700440725,0.18627006095908688,0
1,76.67886067963629,0.8731555710135244,1
0,199.95896080394664,0.11928481554422242,0
0,89.73347749434514,0.9257283287846718,1
0,181.69144464759285,0.45140622452053913,0
1,87.02699323522847,0.8314517039235962,1
0,81.91254595434538,0.8306749944438798,1
0,150.78084921921965,0.3596298635177573,0
0,155.65230744099784,0.25846907664370217,0
1,168.39498051560338,0.3385941899941687,0
0,145.90887390842062,0.12927836950737748,0
0,174.98031782630326,0.40373773116914646,0
1,190.43335547002778,0.3076327140544872,0
0,82.55065153278346,0.7326755025540194,1
0,170.61206584591326,0.31344101869075136,0
1,168.45899669013173,0.3987502864543291,0
0,50.729303307054465,0.7587333957050638,1
1,52.85121080220656,0.9863980090099922,1
1,52.41069561158243,0.9803308080416543,1
0,141.64321254201994,0.3469407029651897,0
0,151.51029754484006,0.42121035913306537,0
1,136.27384374084596,0.38705431436345183,0
0,158.9484371067746,0.14875443733477903,0
0,190.15910552964124,0.41991243816960866,0
1,54.275076923789754,0.8701936658886711,1
1,66.98109700785447,0.7261116887762975,1
0,133.03887729983734,0.35326055023760894,0
1,174.65896440553084,0.3060700681334927,0
1,144.84313879357586,0.3443923955403967,0
0,193.41237733514322,0.4079778801006716,0
0,184.63678606707032,0.20992241421925445,0
0,76.85698678122458,0.9428589927305325,1
0,161.62373751160604,0.33464338527018966,0
0,190.84817372557367,0.2891567862532729,0
1,131.65470102324355,0.3567886001773064,0
0,174.65725553211792,0.20275353905828594,0
0,164.77368012014185,0.49511420808595497,0
0,177.30888715611633,0.27708678671181086,0
1,77.69744605297478,0.9973767981106565,1
1,74.12877640853489,0.801168139826626,1
0,135.55935582922905,0.13426329983857221,0
1,158.0831539827288,0.24678243168192027,0
1,134.85966899222655,0.30762391636330816,0
1,134.89521239966038,0.35606728953126643,0
0,76.03509476188776,0.8598873359654006,1
1,143.32274039733474,0.12093555031460333,0
1,169.04483921590173,0.3922602040956985,0
0,170.63325047016724,0.13550695764310738,0
1,178.3003423574466,0.1803734754636226,0
1,159.58823793773325,0.42872257756043475,0
1,176.54382071410527,0.41817998431589165,0
1,138.38803014123525,0.4896658514512062,0
0,87.08003871697181,0.8619871390841678,1
1,136.5050401065573,0.20281890657283197,0
1,55.10853934540939,0.9478202890757585,1
0,134.41763231554052,0.14705961138942347,0
0,155.20954852300633,0.13505709870553542,0
1,165.6806972726189,0.43011444329315873,0
0,172.04160333524322,0.30627177107859915,0
1,72.98349529271067,0.8699726086514256,1
1,195.14166502507413,0.14654655915419046,0
1,177.2012664486334,0.3129924770237705,0
0,81.60121745228246,0.7914037417294122,1
0,131.60256774832843,0.16151645986721244,0
0,198.29271406019404,0.3563888309381328,0
0,163.5548108096496,0.22549107647763844,0
0,172.4377056425684,0.4059239203611982,0
0,196.6958269320906,0.43008030696622723,0
0,134.77206165698456,0.1103247627797948,0
1,135.59757760515114,0.41068945218867714,0
1,151.82712931596816,0.30245674513609766,0
0,189.60140462858857,0.10013300244819577,0
0,175.51407646787072,0.16080994125145925,0
1,143.42477189143023,0.18470214026619136,0
0,52.31122243985467,0.908510568657566,1
1,141.94653309849988,0.1298519257348327,0
1,137.07320677074526,0.37686453667765274,0
0,174.3232738209425,0.19155784193864545,0
1,151.43775345506282,0.3495583345166554,0
0,78.97269878706645,0.937628090128163,1
1,143.62357582745355,0.24710374035091587,0
0,142.3821001600698,0.2548315041342524,0
1,159.1307798725833,0.29253766065412945,0
1,73.28592919119889,0.9042924481714734,1
1,145.06413104120662,0.10484830985755732,0
1,143.9199394442707,0.12584667193763446,0
0,137.68153390742523,0.3191837955894772,0
1,148.62134946037665,0.15969511118007046,0
1,152.7273148823042,0.39494283095511984,0
1,74.56325244738944,0.9578695694940838,1
0,85.68338755760938,0.9866004059511785,1
1,195.99817989892833,0.4235533846545313,0
1,188.8610105598146,0.11537053958493,0
1,83.00528783714816,0.8486356310382945,1
1,75.46678728668829,0.8841800754280185,1
1,191.77216083192698,0.14227739196250966,0
0,177.61594454458475,0.11666916024095371,0
0,76.36142136814723,0.9406391674382762,1
1,196.9550978809636,0.3950033437836028,0
0,199.41118862091918,0.48829998306826805,0
0,142.96368975072275,0.16964373413363376,0
1,188.1374119483388,0.12748513300730713,0
0,135.75201672334993,0.4871440139380122,0
0,59.1136967017244,0.9927972548796378,1
1,138.49704927115846,0.34600518721554663,0
0,197.18785626531502,0.2913021178303695,0
1,81.94856766618298,0.7878466110102894,1
1,164.0210852084278,0.46811887248776307,0
0,76.2591442932601,0.7384287239098599,1
1,171.8972102979056,0.13800467959692186,0
1,160.75834927861166,0.3451758329978102,0
0,194.9822272994004,0.3703929102345421,0
1,75.83243250620825,0.785772036771748,1
0,191.54880619984868,0.20337264811672726,0
1,182.85293501223947,0.284215798909656,0
1,72.3125290204428,0.7541783794525903,1
1,168.1518843227857,0.4938678958098033,0
0,180.95630237115202,0.14317748585858575,0
0,82.71141319427781,0.7640534098932016,1
0,153.96685452234826,0.2653665797181046,0
0,165.5852382841396,0.21901938052752823,0
0,136.56298444518896,0.33086911331502,0
1,56.40286539818292,0.838467242325937,1
1,79.6684824605172,0.9644352339025064,1
0,158.1046021102902,0.42002838747966387,0
0,181.96436354007565,0.4260473537921472,0
1,154.87691980800176,0.4135167137941589,0
1,189.36334537915403,0.435985592112873,0
0,58.0992224066095,0.9874220440358141,1
1,182.9385260524017,0.43678814859868353,0
0,89.85337350508989,0.8104928591520545,1
1,184.62798433030923,0.18688363907648423,0
0,158.88352885940367,0.37824725859872277,0
0,141.68195824984096,0.1725277119702021,0
1,171.17415868638733,0.2923891559544495,0
1,54.1654943168115,0.7676316266391081,1
1,172.24413666175184,0.37058717489054493,0
0,131.60529678876293,0.22884320169167421,0
1,134.09856504707855,0.23369532747842434,0
0,58.39367979425638,0.9475392002998345,1
0,140.32167686943987,0.23127710144372463,0
1,155.9995401311132,0.1250168907589474,0
0,89.93390045571799,0.9799339994030674,1
0,174.6287285129161,0.2984665536452878,0
0,158.69334227874018,0.43592091425424695,0
1,88.01251011722367,0.7608809102724706,1
0,153.41579021193525,0.11047868341282592,0
0,171.0535364532095,0.3790682510080301,0
1,195.84754715807384,0.2037187035463095,0
1,156.38399153154603,0.28469312544495284,0
1,68.3274754695157,0.8448906616256066,1
0,133.4889419448059,0.46156533210414985,0
1,181.06557600566777,0.4062051595964439,0
1,139.19445857014347,0.2595344118814918,0
1,196.96302347584208,0.1275832065425685,0
0,132.54013358294515,0.21028794123822092,0
1,59.981847993980246,0.7815849178385893,1
0,189.1352605400215,0.20725560803820536,0
1,132.35295201282977,0.12506128138214181,0
0,154.2144313251186,0.2260758084389436,0
1,192.98833419810907,0.1087293587101958,0
0,138.95917459735105,0.45285424571282407,0
0,159.3155323351913,0.20406311638482047,0
0,198.56855882672298,0.15798602895192682,0
0,169.5731178200127,0.2855729946753345,0
0,88.69424711153101,0.7549046332704181,1
0,145.77218509658647,0.2003866645361192,0
0,168.15738697824898,0.4922067288004425,0
1,78.91257212833935,0.7203005085700004,1
1,172.90301126033643,0.1904588206359763,0
1,141.6042178114293,0.4782792588001129,0
0,136.82937571675097,0.444794763361709,0
1,168.18023085848338,0.12490924235275425,0
0,154.91813616563968,0.49122472718941146,0
1,58.054551285438976,0.7775862504664116,1
0,183.08975125083776,0.40164307212646566,0
1,191.44810547064287,0.45183274198061174,0
1,196.2646567939725,0.32407290334996475,0
1,51.086696849022395,0.7195613773781476,1
0,149.77016290805582,0.2562913462454453,0
1,175.9746073307006,0.42884126424009017,0
1,160.87505107755487,0.17824370921780602,0
1,150.0996570659203,0.4171417676135357,0
0,151.86443713198594,0.3570698630689695,0
1,71.3211546898456,0.7473864468506044,1
0,141.62240193913368,0.34538925545567056,0
0,61.076179495112356,0.9950564418145667,1
1,132.33685212504668,0.24547724990245612,0
1,140.6472998255591,0.2761293673473396,0
0,84.27495744300376,0.7352931964477976,1
0,197.69886306814192,0.26710439171003986,0
1,180.76298836191734,0.22920447935448554,0
0,67.09958751682461,0.7486700217347437,1
1,136.5121340522019,0.11174566364095694,0
0,53.17626338572118,0.9194489471021087,1
1,150.75428468983208,0.46728319984911015,0
0,62.574004527349935,0.8413503696798443,1
1,151.98425564949125,0.2017287924713267,0
0,63.40832189483491,0.7521284779407231,1
0,136.1025627482282,0.3876309789415423,0
1,154.35589881075165,0.2801403915621651,0
0,160.48538180787116,0.3308998923074452,0
0,68.85148669592658,0.9937314814045464,1
0,181.7506314615341,0.14253749050230985,0
0,134.8748803713684,0.16995257487038376,0
1,199.42198320174873,0.12906834864400651,0
1,178.59054014568818,0.3050619012580212,0
0,134.79537846388857,0.4052621165035558,0
0,195.6813372913938,0.44848179290522083,0
0,52.36375560313013,0.9696542164540742,1
0,76.82929247623336,0.8681321892941319,1
0,156.5652032362303,0.19069215316940427,0
1,156.6280384279287,0.49072013140426374,0
1,131.26000622616505,0.268577616631699,0
0,61.201493182019576,0.9575025030397363,1
1,83.04156206666288,0.9097946125378611,1
0,197.3967249951818,0.39066839682812937,0
1,167.28731207330884,0.3540356423638875,0
1,179.2580184222557,0.3162793906579642,0
1,133.22864950350137,0.32686831196775423,0
0,171.88502390084312,0.21889512308344689,0
1,73.95233185533965,0.7193473813747502,1
0,76.71218732905626,0.8779664710322153,1
1,75.04704686372553,0.8593949561704177,1
1,51.38681066905933,0.8748420505250469,1
1,72.93397382540871,0.8976475210420212,1
0,73.95914032708842,0.73447989911787,1
1,132.2851974281968,0.44742060252811555,0
0,72.87089408193289,0.8552339055265124,1
0,193.74736056045975,0.28577329449021716,0
1,192.47663029683923,0.27735200575167507,0
0,67.80984449139153,0.9366406791716079,1
1,165.86546442820534,0.14168992112333909,0
1,88.83064825899132,0.7788026927795955,1
0,182.05157413235918,0.3025064237980811,0
0,192.40360109364548,0.1011684130485448,0
1,133.19541218516687,0.15600963902132708,0
0,161.53257111604728,0.2891885384382041,0
1,172.75460497530378,0.21227328620638974,0
0,167.5905241845951,0.44165439906020176,0
1,132.57049537505748,0.14321030165227655,0
1,160.69769419762048,0.18740393374165212,0
0,195.22276036029714,0.25880601649487667,0
0,187.27446681237734,0.3126397858417723,0
0,191.1955767279623,0.29741863213604747,0
0,161.5417913288194,0.47177067778924564,0
1,159.5279724977182,0.2644084301062183,0
0,148.07212779338184,0.36984314116648653,0
1,88.20242045939955,0.9463594847650679,1
0,50.084153727035336,0.9152716374194783,1
